,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,Year,Rd,Pk,Tm
669,Josh Okogie,23.7,2.6,6.9,0.386,0.8,2.9,0.279,1.8,4,0.464,0.445,1.6,2.2,0.728,0.6,2.4,2.9,1.2,1.2,0.4,0.9,2.2,7.7,18.11,2018,1,20,MIN
670,Jordan Farmar,19.66,2.86,6.9,0.4122,1.27,3.29,0.3809,1.6,3.63,0.4154,0.5055,0.72,0.92,0.7025,0.33,1.51,1.86,3.12,0.82,0.12,1.43,1.37,7.7,21.69,2006,1,26,LAL
671,Al-Farouq Aminu,25.27777778,2.811111111,6.644444444,0.422555556,0.8,2.366666667,0.305666667,2.022222222,4.311111111,0.466,0.476888889,1.3,1.744444444,0.743111111,1.388888889,4.722222222,6.122222222,1.233333333,0.944444444,0.566666667,1.222222222,1.877777778,7.7,18.92888889,2010,1,8,LAC
672,Salim Stoudamire,16.26666667,2.7,6.733333333,0.397333333,1,2.8,0.360666667,1.666666667,3.866666667,0.423,0.474,1.266666667,1.433333333,0.872333333,0.133333333,1.133333333,1.266666667,1,0.3,0.033333333,0.933333333,1.433333333,7.7,21.03,2005,2,31,ATL
673,Travis Outlaw,18.78461538,2.861538462,6.930769231,0.414538462,0.607692308,1.738461538,0.311692308,2.261538462,5.184615385,0.434076923,0.454461538,1.353846154,1.792307692,0.738076923,0.776923077,2.146153846,2.907692308,0.761538462,0.484615385,0.538461538,0.769230769,1.407692308,7.676923077,21.90384615,2003,1,23,POR
674,Trey Lyles,17.55,2.875,6.725,0.42725,0.85,2.65,0.3345,2.025,4.075,0.48825,0.4915,1.05,1.475,0.70525,0.725,3.2,3.9,1.075,0.4,0.35,0.9,1.45,7.675,23.2125,2015,1,12,UTA
675,Terrence Jones,17.8,3.1,6.55,0.396375,0.3,1.1125,0.217875,2.8125,5.425,0.456375,0.414375,1.175,1.9375,0.4815,1.2125,3.275,4.475,0.7625,0.5125,0.9,0.75,1.25,7.6625,23.67875,2012,1,18,HOU
676,Lance Stephenson,20.86428571,3.128571429,7.035714286,0.439,0.478571429,1.557142857,0.2725,2.657142857,5.464285714,0.480785714,0.472142857,0.907142857,1.3,0.664214286,0.485714286,2.978571429,3.464285714,2.75,0.521428571,0.135714286,1.521428571,1.828571429,7.657142857,18.96428571,2010,2,40,IND
677,Daniel Gibson,23.41428571,2.6,6.585714286,0.400571429,1.457142857,3.585714286,0.408714286,1.171428571,3,0.390285714,0.513142857,1.014285714,1.271428571,0.757857143,0.342857143,1.685714286,2,1.971428571,0.614285714,0.214285714,0.942857143,2.028571429,7.657142857,16.98285714,2006,2,42,CLE
680,E'Twaun Moore,20.575,3.125,6.8125,0.44725,0.8875,2.2625,0.386625,2.225,4.525,0.476625,0.511125,0.5375,0.725,0.75375,0.4375,1.475,1.9125,1.7125,0.6625,0.2125,0.875,1.55,7.65,18.98875,2011,2,55,BOS
681,Markelle Fultz,20.3,3.3,8.05,0.412,0.1,0.4,0.143,3.2,7.65,0.421,0.4185,0.9,1.7,0.522,1.1,2.3,3.4,3.45,0.9,0.3,1.25,2.15,7.65,23.765,2017,1,1,PHI
682,Denzel Valentine,22.15,2.85,7.25,0.3855,1.6,4.2,0.3685,1.3,3,0.4065,0.499,0.35,0.5,0.7615,0.4,3.5,3.85,2.15,0.65,0.1,1.1,1.95,7.65,18.615,2016,1,14,CHI
683,Greg Oden,18.2,2.933333333,5.033333333,0.573333333,0,0,0,2.933333333,5.033333333,0.573333333,0.573333333,1.766666667,2.566666667,0.656,2.266666667,3.633333333,5.933333333,0.466666667,0.366666667,1.333333333,1.266666667,3.4,7.633333333,22.59666667,2007,1,1,POR
687,Ivica Zubac,15.78,3.1,5.7,0.5412,0,0.02,0,3.1,5.68,0.5434,0.5412,1.36,1.78,0.7634,1.58,3.54,5.16,0.96,0.26,0.76,1,1.96,7.6,26.892,2016,2,32,LAL
691,MarShon Brooks,14.2375,2.8125,6.15,0.44325,0.675,1.5625,0.382125,2.15,4.6125,0.457375,0.48725,1.25,1.625,0.7525,0.5125,1.4,1.925,1.2625,0.575,0.175,1.0375,0.925,7.575,27.62125,2011,1,25,BOS
693,JaVale McGee,16.75333333,3.26,5.9,0.552133333,0,0.02,0.0722,3.26,5.886666667,0.5548,0.552266667,1.013333333,1.786666667,0.602066667,1.746666667,3.026666667,4.766666667,0.34,0.326666667,1.44,1.006666667,2.046666667,7.56,25.734,2008,1,18,WAS
695,Jason Thompson,21.75,3.02,6.09,0.4931,0.04,0.13,0.0766,2.98,5.94,0.5017,0.4994,1.45,2.22,0.6656,1.84,3.93,5.75,0.96,0.44,0.64,1.05,2.67,7.54,19.949,2008,1,12,SAC
696,Delon Wright,19.6,2.7,6.2,0.439666667,0.583333333,1.8,0.3285,2.15,4.366666667,0.485666667,0.485333333,1.533333333,1.933333333,0.79,0.733333333,2.2,2.933333333,2.816666667,1,0.383333333,0.983333333,1.166666667,7.533333333,24.53,2015,1,20,TOR
697,Richaun Holmes,16.775,3.05,5.45,0.56,0.2,0.725,0.1655,2.9,4.75,0.6085,0.57475,1.225,1.75,0.695,1.4,2.875,4.3,0.95,0.525,0.875,0.7,2.25,7.525,26.24,2015,2,37,PHI
698,Patrick Patterson,22.40769231,3.076923077,6.638461538,0.454307692,0.761538462,2.130769231,0.309846154,2.3,4.5,0.497384615,0.518923077,0.623076923,0.823076923,0.737846154,1.430769231,3.038461538,4.423076923,1.076923077,0.569230769,0.484615385,0.746153846,1.792307692,7.515384615,19.76,2010,1,14,HOU
704,Jonathan Isaac,23.25,2.75,6.75,0.404,0.85,2.6,0.3355,1.85,4.15,0.452,0.4665,1.1,1.35,0.7875,0.95,3.65,4.6,0.9,1,1.2,1,1.85,7.5,19.685,2017,1,6,ORL
705,Miles Bridges,21.2,3,6.4,0.464,0.8,2.5,0.325,2.2,3.9,0.553,0.527,0.7,1,0.753,0.8,3.2,4,1.2,0.7,0.6,0.6,1.4,7.5,21.37,2018,1,12,LAC
707,Alex Len,19.08333333,2.85,5.816666667,0.485,0.166666667,0.483333333,0.237,2.666666667,5.333333333,0.497166667,0.4955,1.633333333,2.35,0.688,1.983333333,4.05,6.033333333,0.783333333,0.4,0.966666667,1.216666667,2.6,7.483333333,22.195,2013,1,5,PHO
708,Martell Webster,21.26,2.51,6.11,0.3631,1.13,3.08,0.3285,1.37,3.02,0.3972,0.4446,1.34,1.73,0.7112,0.55,2.18,2.71,0.89,0.44,0.23,0.83,1.59,7.48,16.09,2005,1,6,POR
709,Yi Jianlian,20.92,2.82,7.02,0.4004,0.26,0.78,0.3052,2.56,6.24,0.4088,0.4184,1.58,2,0.7518,1.32,3.32,4.64,0.66,0.46,0.64,1.06,2.16,7.48,19.23,2007,1,6,MIL
710,John Henson,19.05714286,3.142857143,5.914285714,0.528571429,0.114285714,0.328571429,0.071142857,3.028571429,5.585714286,0.543857143,0.540428571,1.071428571,1.842857143,0.581142857,1.757142857,3.571428571,5.342857143,1.057142857,0.457142857,1.4,1.085714286,2.128571429,7.471428571,24.85714286,2012,1,14,MIL
712,James Johnson,20.13333333,2.95,6.275,0.466083333,0.408333333,1.408333333,0.265916667,2.533333333,4.891666667,0.517916667,0.497416667,1.141666667,1.675,0.67125,0.833333333,2.658333333,3.475,2.066666667,0.783333333,0.9,1.466666667,2.233333333,7.441666667,20.75083333,2009,1,16,CHI
717,Omri Casspi,19.47692308,2.823076923,5.984615385,0.472307692,0.8,2.092307692,0.367307692,2.023076923,3.915384615,0.520076923,0.532846154,0.946153846,1.430769231,0.600538462,0.784615385,2.792307692,3.553846154,0.976923077,0.584615385,0.192307692,1.015384615,1.592307692,7.4,19.95076923,2009,1,23,SAC
719,Damyean Dotson,19.15,2.8,6.65,0.431,1.1,3.1,0.346,1.65,3.5,0.4995,0.511,0.7,0.9,0.7205,0.35,2.4,2.75,1.25,0.55,0.05,0.7,1.3,7.4,20.31,2017,2,44,NYK
722,Tyrus Thomas,18.37,2.74,6.18,0.4927,0.01,0.09,0.1208,2.73,6.09,0.4949,0.4943,1.87,2.53,0.7574,1.21,3.28,4.48,0.83,0.78,1.21,1.23,2.21,7.37,23.651,2006,1,4,POR
724,Mario Hezonja,18.9,2.75,6.65,0.4105,0.85,2.7,0.31525,1.875,3.975,0.47575,0.47625,0.95,1.225,0.82225,0.425,2.65,3.05,1.325,0.775,0.225,1.175,1.6,7.35,19.83,2015,1,5,ORL
726,Beno Udrih,19.70526316,2.889473684,6.331578947,0.453947368,0.494736842,1.405263158,0.383052632,2.373684211,4.926315789,0.477526316,0.495263158,1.021052632,1.236842105,0.840578947,0.336842105,1.510526316,1.836842105,3.336842105,0.594736842,0.068421053,1.363157895,1.389473684,7.305263158,20.48842105,2004,1,28,SAS
727,Tiago Splitter,17.55714286,2.814285714,5.128571429,0.537571429,0.042857143,0.142857143,0.047571429,2.771428571,4.985714286,0.543714286,0.542142857,1.714285714,2.4,0.720571429,1.542857143,3.071428571,4.585714286,1.057142857,0.514285714,0.5,1.028571429,1.828571429,7.3,24.15,2007,1,28,SAS
729,Mitchell Robinson,20.6,3.1,4.4,0.694,0,0,0,3.1,4.4,0.694,0.694,1.2,2,0.6,2.7,3.7,6.4,0.6,0.8,2.4,0.5,3.3,7.3,26.94,2018,2,36,NYK
733,Jared Dudley,22.21428571,2.65,5.692857143,0.459857143,0.892857143,2.321428571,0.377571429,1.75,3.378571429,0.513857143,0.539642857,1.057142857,1.457142857,0.713071429,0.971428571,2.257142857,3.2,1.492857143,0.814285714,0.178571429,0.835714286,1.85,7.25,18.53642857,2007,1,22,CHA
736,Craig Smith,16.16666667,2.883333333,5.183333333,0.547,0,0.066666667,0.033333333,2.883333333,5.116666667,0.554,0.547333333,1.5,2.266666667,0.6755,1.266666667,2.4,3.666666667,0.766666667,0.416666667,0.2,0.983333333,2.266666667,7.233333333,22.20166667,2006,2,36,MIN
740,Joe Harris,18.02,2.58,5.6,0.4132,1.34,3.28,0.3794,1.22,2.32,0.4156,0.5362,0.68,0.86,0.5936,0.36,1.92,2.26,1.18,0.32,0.14,0.92,1.62,7.2,16.812,2014,2,33,CLE
741,Justin Jackson,20.275,2.75,6.125,0.44925,1.025,2.95,0.34525,1.725,3.15,0.54525,0.533,0.675,0.875,0.76275,0.525,2.1,2.625,1.15,0.375,0.175,0.4,1.2,7.2,19.6025,2017,1,15,POR
742,Justin Jackson,20.275,2.75,6.125,0.44925,1.025,2.95,0.34525,1.725,3.15,0.54525,0.533,0.675,0.875,0.76275,0.525,2.1,2.625,1.15,0.375,0.175,0.4,1.2,7.2,19.6025,2018,2,43,DEN
744,Samuel Dalembert,22.93846154,2.984615385,5.769230769,0.512307692,0,0,0.076923077,2.984615385,5.761538462,0.513076923,0.512384615,1.238461538,1.753846154,0.685307692,2.438461538,4.930769231,7.376923077,0.515384615,0.476923077,1.646153846,1.369230769,2.776923077,7.2,20.33230769,2001,1,26,PHI
745,Matt Barnes,21.85,2.65,6.133333333,0.438111111,0.883333333,2.666666667,0.297666667,1.75,3.466666667,0.511111111,0.500333333,1.011111111,1.372222222,0.742833333,1.111111111,3.266666667,4.383333333,1.727777778,0.716666667,0.405555556,1.188888889,2.383333333,7.188888889,18.735,2002,2,46,MEM
746,Iman Shumpert,24.28333333,2.666666667,6.791666667,0.38925,1.091666667,3.233333333,0.333583333,1.575,3.583333333,0.442833333,0.470583333,0.758333333,1.008333333,0.73,0.675,2.608333333,3.3,1.883333333,1.075,0.283333333,1.158333333,2.216666667,7.183333333,16.9575,2011,1,17,NYK
747,Derrick Williams,18.11818182,2.518181818,5.954545455,0.413363636,0.490909091,1.763636364,0.254727273,2.027272727,4.181818182,0.495181818,0.452636364,1.690909091,2.372727273,0.646363636,0.627272727,2.636363636,3.254545455,0.563636364,0.418181818,0.227272727,0.763636364,1.118181818,7.181818182,19.70727273,2011,1,2,MIN
753,Anderson Varejão,22.84285714,2.857142857,5.671428571,0.495785714,0,0.064285714,0.014285714,2.857142857,5.592857143,0.501,0.495857143,1.428571429,2.235714286,0.643071429,2.4,4.685714286,7.085714286,1.221428571,0.814285714,0.585714286,0.964285714,2.392857143,7.157142857,20.71214286,2004,2,30,ORL
754,Ndudi Ebi,14.45,2.95,5.65,0.4765,0,0.25,0,2.95,5.4,0.4895,0.4765,1.3,2.35,0.403,1.55,2.55,4.1,0.35,0.25,0.35,0.85,1.95,7.15,23.705,2003,1,26,MIN
760,Francisco García,20.375,2.591666667,6.225,0.407166667,1.075,3.033333333,0.34825,1.55,3.2,0.4725,0.494833333,0.841666667,1.05,0.757333333,0.408333333,1.841666667,2.25,1.291666667,0.758333333,0.675,0.858333333,2,7.1,18.59083333,2005,1,23,SAC
761,Anthony Randolph,14.8625,2.725,5.975,0.440875,0.0625,0.275,0.124375,2.6625,5.7125,0.454,0.44925,1.625,2.2125,0.699875,1.2125,2.8625,4.0875,0.75,0.575,0.8,1.2,1.7125,7.1,25.33375,2008,1,14,GSW
762,Maurice Harkless,22.57142857,2.842857143,5.971428571,0.469,0.585714286,1.842857143,0.308,2.257142857,4.128571429,0.544142857,0.518714286,0.857142857,1.371428571,0.618142857,1.185714286,2.428571429,3.614285714,0.914285714,0.957142857,0.642857143,0.857142857,2,7.1,18.42,2012,1,15,PHI
763,Rodrigue Beaubois,16.025,2.775,6.4,0.43275,0.725,2.275,0.3225,2.075,4.15,0.49425,0.4915,0.85,1.025,0.80125,0.275,1.6,1.85,2.1,0.675,0.275,1.175,1.8,7.1,23.175,2009,1,25,OKC
765,Eddie House,16.7875,2.775,6.8125,0.4059375,1.025,2.63125,0.3985,1.75,4.175,0.411,0.4831875,0.53125,0.625,0.809875,0.21875,1.3625,1.56875,1.5,0.7,0.08125,0.73125,1.23125,7.0875,22.369375,2000,2,37,MIA
767,Gerald Henderson,17.57333333,2.66,6.093333333,0.427333333,0.353333333,1.013333333,0.332666667,2.313333333,5.086666667,0.448266667,0.465266667,1.406666667,1.773333333,0.807466667,0.4,1.646666667,2.053333333,1.52,0.5,0.193333333,0.893333333,1.386666667,7.073333333,19.21133333,2009,1,12,CHA
768,Norris Cole,21.6625,2.825,7,0.397875,0.575,1.8625,0.311125,2.225,5.15,0.4305,0.44,0.8125,1.0875,0.745,0.175,1.725,1.925,2.75,0.7375,0.125,1.325,1.8125,7.0625,17.21625,2011,1,28,CHI
773,Norman Powell,16.7,2.575,5.85,0.43925,0.825,2.4,0.35325,1.75,3.45,0.50225,0.5115,1.025,1.275,0.81275,0.275,1.85,2.125,1.225,0.625,0.2,0.9,1.525,7.025,21.125,2015,2,46,MIL
784,Harry Giles,14.1,3,6,0.503,0,0.1,0,3,5.9,0.512,0.503,1,1.6,0.637,1.1,2.7,3.8,1.5,0.5,0.4,1.3,2.6,7,25.8,2017,1,20,POR
785,Sebastian Telfair,19.72142857,2.592857143,6.621428571,0.387928571,0.664285714,2.142857143,0.2985,1.928571429,4.478571429,0.424214286,0.439214286,1.178571429,1.514285714,0.780071429,0.214285714,1.271428571,1.485714286,3.228571429,0.692857143,0.121428571,1.385714286,1.95,7,19.39714286,2004,1,13,POR
786,Chase Budinger,18.35555556,2.622222222,6.066666667,0.434777778,0.855555556,2.544444444,0.326111111,1.722222222,3.533333333,0.505444444,0.502,0.9,1.166666667,0.759444444,0.622222222,2.2,2.822222222,1.1,0.511111111,0.144444444,0.755555556,1.133333333,6.988888889,19.96555556,2009,2,44,DET
788,Dajuan Wagner,15.475,2.45,6.475,0.5155,0.85,2.275,0.467,1.65,4.2,0.3015,0.676,1.175,1.725,0.68275,0.15,0.65,0.8,1.55,0.475,0.075,1.125,1.675,6.975,20.0375,2002,1,6,CLE
789,Stromile Swift,16.93076923,2.646153846,5.530769231,0.476307692,0.015384615,0.053846154,0.173076923,2.630769231,5.5,0.476846154,0.478,1.692307692,2.515384615,0.649538462,1.361538462,2.623076923,3.984615385,0.430769231,0.484615385,1.023076923,1.130769231,2.346153846,6.969230769,21.19538462,2000,1,2,VAN
793,Nemanja Bjelica,19.975,2.6,5.65,0.458,1.025,2.7,0.379,1.575,2.95,0.53475,0.5505,0.7,0.925,0.7565,1.025,3.25,4.3,1.45,0.6,0.4,0.9,2.425,6.925,19.83,2010,2,35,WAS
795,Brendan Haywood,23.23333333,2.666666667,5.066666667,0.522333333,0,0,0,2.666666667,5.06,0.523133333,0.522333333,1.573333333,2.706666667,0.5628,2.526666667,3.68,6.193333333,0.593333333,0.386666667,1.473333333,1.066666667,2.406666667,6.906666667,18.96466667,2001,1,20,CLE
796,Terry Rozier,18.425,2.5,6.675,0.35575,1.1,3.1,0.3185,1.425,3.575,0.382,0.42675,0.8,1.075,0.7825,0.575,2.725,3.325,2.125,0.675,0.15,0.75,1.075,6.9,21.485,2015,1,16,BOS
797,Vincent Yarbrough,23.4,2.8,7.3,0.393,0.4,1.3,0.269,2.5,5.9,0.42,0.417,0.8,1.1,0.79,0.6,2.1,2.7,2.2,1,0.6,1.4,2.5,6.9,16.39,2002,2,33,DEN
799,Trevor Booker,19.69090909,2.881818182,5.590909091,0.515272727,0.145454545,0.454545455,0.222818182,2.754545455,5.154545455,0.535363636,0.525909091,0.954545455,1.490909091,0.670090909,1.909090909,3.445454545,5.354545455,1.109090909,0.590909091,0.454545455,0.981818182,1.963636364,6.854545455,21.39727273,2010,1,23,MIN
801,Monte Morris,16.15,2.75,5.3,0.58,0.55,1.55,0.207,2.2,3.75,0.6655,0.6135,0.75,0.85,0.901,0.2,1.3,1.55,2.95,0.95,0,0.45,0.75,6.85,28.855,2017,2,51,DEN
803,Isaiah Whitehead,16.9,2.65,6.2,0.4335,0.5,1.55,0.342,2.15,4.6,0.4655,0.4755,1,1.35,0.7445,0.35,1.75,2.05,1.95,0.55,0.3,1.7,1.9,6.85,20.265,2016,2,42,UTA
807,Sean May,15.65,2.675,5.975,0.4415,0.025,0.1,0.41675,2.65,5.85,0.44725,0.4435,1.45,1.925,0.7225,1.3,2.725,4.05,0.95,0.425,0.4,1.15,1.975,6.825,21.7375,2005,1,13,CHA
809,Bobby Simmons,20.38,2.5,6.05,0.3699,0.63,1.8,0.2756,1.88,4.2,0.3817,0.4203,1.17,1.43,0.7121,0.98,2.1,3.06,1.24,0.67,0.15,0.86,2.12,6.82,16.424,2001,2,42,SEA
810,Stanley Johnson,20.05,2.55,6.683333333,0.381833333,0.85,2.866666667,0.2965,1.716666667,3.816666667,0.448833333,0.444833333,0.9,1.166666667,0.752,0.55,2.716666667,3.266666667,1.466666667,0.916666667,0.216666667,1.216666667,1.866666667,6.816666667,18.74833333,2015,1,8,DET
816,Dorell Wright,18.91818182,2.490909091,5.981818182,0.411636364,0.809090909,2.327272727,0.293818182,1.681818182,3.645454545,0.452363636,0.470090909,1,1.290909091,0.789909091,0.554545455,2.754545455,3.309090909,1.272727273,0.709090909,0.372727273,0.845454545,1.3,6.790909091,19.69909091,2004,1,19,MIA
817,Luther Head,19.6,2.4625,5.975,0.408,1,2.625,0.376125,1.45,3.35,0.430875,0.4885,0.85,1.1,0.7755,0.2625,1.85,2.125,2.0125,0.6625,0.125,1.075,1.4,6.7875,18.57875,2005,1,24,HOU
819,P.J. Tucker,26.49,2.47,5.85,0.4273,0.9,2.48,0.3219,1.57,3.36,0.4624,0.4989,0.93,1.25,0.723,1.44,3.92,5.35,1.28,1.18,0.24,0.91,2.25,6.76,16.781,2006,2,35,TOR
820,Amir Johnson,19.72857143,2.792857143,4.85,0.5755,0.15,0.407142857,0.2445,2.635714286,4.442857143,0.5975,0.593142857,1.042857143,1.464285714,0.701071429,1.871428571,3.092857143,4.971428571,1.142857143,0.535714286,0.985714286,1.078571429,2.85,6.757142857,20.96285714,2005,2,56,DET
822,Josh Childress,21.3625,2.575,5.0125,0.429125,0.2,0.625,0.249,2.3875,4.4,0.4565,0.44575,1.375,1.7875,0.522875,1.4125,2.3,3.7375,1.275,0.6875,0.3625,0.8625,1.4375,6.725,16.51375,2004,1,6,ATL
825,Zhaire Smith,18.5,2.3,5.7,0.412,1,2.7,0.375,1.3,3,0.444,0.5,1,1.3,0.75,0.5,1.7,2.2,1.7,0.3,0.3,1,1.3,6.7,18.8,2018,1,16,PHO
827,Zaza Pachulia,20.25,2.36875,5.04375,0.469125,0,0.01875,0,2.36875,5.01875,0.47225,0.469125,1.96875,2.61875,0.74975,2.15625,3.6,5.74375,1.31875,0.7,0.34375,1.3,2.48125,6.7,20.28625,2003,2,42,ORL
829,Fred Jones,21.88888889,2.288888889,5.644444444,0.399444444,0.688888889,2.055555556,0.326555556,1.566666667,3.577777778,0.436333333,0.458222222,1.411111111,1.744444444,0.807222222,0.344444444,1.633333333,1.977777778,2.055555556,0.755555556,0.255555556,1.088888889,1.833333333,6.677777778,16.13777778,2002,1,14,IND
830,Tyler Hansbrough,16.51428571,2.2,5.114285714,0.444,0,0.042857143,0.115714286,2.185714286,5.014285714,0.447571429,0.446428571,2.285714286,3.1,0.717,1.728571429,2.428571429,4.157142857,0.471428571,0.485714286,0.214285714,0.728571429,2.042857143,6.671428571,21.93142857,2009,1,13,IND
833,DeShawn Stevenson,21.62941176,2.541176471,6.394117647,0.372294118,0.570588235,1.8,0.270235294,1.976470588,4.594117647,0.400705882,0.424823529,1.023529412,1.482352941,0.672117647,0.511764706,1.741176471,2.247058824,1.564705882,0.5,0.147058824,0.941176471,1.364705882,6.652941176,15.33705882,2000,1,23,UTA
838,Tyler Dorsey,15.625,2.4,5.975,0.39275,1.05,3.05,0.32925,1.35,2.975,0.4525,0.4755,0.8,1.275,0.64525,0.525,1.9,2.4,1.275,0.3,0.025,0.625,1.125,6.625,22.0375,2017,2,41,ATL
841,Chris Mihm,17.94,2.54,5.62,0.4439,0,0.02,0.0429,2.53,5.6,0.4447,0.4442,1.5,2.15,0.7144,1.85,3.1,4.95,0.5,0.3,0.89,1.13,2.65,6.61,20.209,2000,1,7,CHI
843,Tyrone Wallace,19.25,2.6,5.85,0.4345,0.2,0.8,0.2305,2.35,5.05,0.4635,0.4495,1.25,1.75,0.654,0.5,2.05,2.55,1.55,0.6,0.25,1.05,2.05,6.6,17.66,2016,2,60,UTA
845,Isaiah Canaan,17.60769231,2.153846154,5.784615385,0.346692308,1.215384615,3.461538462,0.323538462,0.946153846,2.346153846,0.358,0.447461538,1.038461538,1.238461538,0.710538462,0.253846154,1.453846154,1.707692308,2.115384615,0.507692308,0.1,1.038461538,1.384615385,6.584615385,18.40153846,2013,2,34,HOU
846,Ed Davis,20.04545455,2.727272727,4.863636364,0.560545455,0,0,0,2.727272727,4.863636364,0.561272727,0.560545455,1.136363636,1.936363636,0.593909091,2.227272727,4.227272727,6.445454545,0.754545455,0.490909091,0.863636364,0.772727273,2.490909091,6.581818182,21.70272727,2010,1,13,TOR
848,Tyler Zeller,16.04545455,2.581818182,4.981818182,0.481363636,0.036363636,0.172727273,0.067454545,2.545454545,4.790909091,0.488454545,0.484727273,1.363636364,1.772727273,0.684090909,1.590909091,2.627272727,4.190909091,0.781818182,0.227272727,0.518181818,0.718181818,2.336363636,6.572727273,22.08181818,2012,1,17,DAL
849,Keyon Dooling,18.21538462,2.346153846,5.653846154,0.415846154,0.6,1.707692308,0.329153846,1.746153846,3.961538462,0.449230769,0.471153846,1.261538462,1.592307692,0.802,0.161538462,1,1.153846154,1.976923077,0.569230769,0.092307692,1.038461538,1.623076923,6.561538462,17.69692308,2000,1,10,ORL
850,Kris Humphries,17.03333333,2.472222222,5.655555556,0.438222222,0.161111111,0.538888889,0.105611111,2.311111111,5.105555556,0.451166667,0.452666667,1.427777778,2.022222222,0.7055,1.65,3.527777778,5.166666667,0.705555556,0.416666667,0.538888889,0.827777778,1.816666667,6.561111111,22.80388889,2004,1,14,UTA
854,Derrick White,17,2.4,5,0.482,0.6,1.45,0.4765,1.85,3.6,0.4645,0.5645,1.1,1.5,0.736,0.4,2.2,2.6,2.2,0.6,0.45,0.9,1.35,6.55,22.31,2017,1,29,SAS
858,DeMarre Carroll,17.94285714,2.371428571,5.521428571,0.426571429,0.778571429,2.135714286,0.230214286,1.592857143,3.378571429,0.456142857,0.471928571,1.028571429,1.371428571,0.678428571,0.892857143,2.207142857,3.092857143,0.971428571,0.678571429,0.171428571,0.635714286,1.514285714,6.542857143,19.14571429,2009,1,27,MEM
